"action_id","action_name","logic_version","logic_type","indicator_key","direction","weight","rationale"
icare_0033,Install biodigesters in rural properties,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0034,Improve Fuel Supply Systems for Industrial Heating,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0034,Improve Fuel Supply Systems for Industrial Heating,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0034,Improve Fuel Supply Systems for Industrial Heating,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0034,Improve Fuel Supply Systems for Industrial Heating,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0034,Improve Fuel Supply Systems for Industrial Heating,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0035,Enhance industrial energy efficiency processes,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0035,Enhance industrial energy efficiency processes,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0035,Enhance industrial energy efficiency processes,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0035,Enhance industrial energy efficiency processes,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0035,Enhance industrial energy efficiency processes,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0049,Develop regional hubs for renewable energy production,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0049,Develop regional hubs for renewable energy production,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0049,Develop regional hubs for renewable energy production,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0049,Develop regional hubs for renewable energy production,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0049,Develop regional hubs for renewable energy production,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0050,Accelerate the adoption of Agroforestry',v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0050,Accelerate the adoption of Agroforestry',v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0050,Accelerate the adoption of Agroforestry',v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0050,Accelerate the adoption of Agroforestry',v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0050,Accelerate the adoption of Agroforestry',v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0064,Develop an organic waste management strategy ,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0064,Develop an organic waste management strategy ,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0064,Develop an organic waste management strategy ,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0064,Develop an organic waste management strategy ,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0064,Develop an organic waste management strategy ,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0069,Complete ecological and agroclimatic mapping,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0069,Complete ecological and agroclimatic mapping,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0069,Complete ecological and agroclimatic mapping,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0069,Complete ecological and agroclimatic mapping,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0069,Complete ecological and agroclimatic mapping,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0071,Increase efficiency of industrial furnaces and kilns,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0071,Increase efficiency of industrial furnaces and kilns,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0071,Increase efficiency of industrial furnaces and kilns,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0071,Increase efficiency of industrial furnaces and kilns,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0071,Increase efficiency of industrial furnaces and kilns,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0072,Improve Heat Recovery and Reuse through Heat Exchanger Networks or Heat Pumps,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0072,Improve Heat Recovery and Reuse through Heat Exchanger Networks or Heat Pumps,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0072,Improve Heat Recovery and Reuse through Heat Exchanger Networks or Heat Pumps,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0072,Improve Heat Recovery and Reuse through Heat Exchanger Networks or Heat Pumps,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0072,Improve Heat Recovery and Reuse through Heat Exchanger Networks or Heat Pumps,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0074,Adopt industrial energy efficiency technologies,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0074,Adopt industrial energy efficiency technologies,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0074,Adopt industrial energy efficiency technologies,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0074,Adopt industrial energy efficiency technologies,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0074,Adopt industrial energy efficiency technologies,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0076,Electrify Industrial Processes (with Renewable Power),v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0076,Electrify Industrial Processes (with Renewable Power),v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0076,Electrify Industrial Processes (with Renewable Power),v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0076,Electrify Industrial Processes (with Renewable Power),v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0076,Electrify Industrial Processes (with Renewable Power),v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0078,Decarbonize industrial feedstocks,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0078,Decarbonize industrial feedstocks,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0078,Decarbonize industrial feedstocks,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0078,Decarbonize industrial feedstocks,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0078,Decarbonize industrial feedstocks,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0079,Implement carbon capture and utilization (CCU),v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0079,Implement carbon capture and utilization (CCU),v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0079,Implement carbon capture and utilization (CCU),v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0079,Implement carbon capture and utilization (CCU),v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0079,Implement carbon capture and utilization (CCU),v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0082,Implement carbon capture and storage (CCS),v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0082,Implement carbon capture and storage (CCS),v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0082,Implement carbon capture and storage (CCS),v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0082,Implement carbon capture and storage (CCS),v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0082,Implement carbon capture and storage (CCS),v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0099,Increase local participation in Agroecological Certification Programmes,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0099,Increase local participation in Agroecological Certification Programmes,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0099,Increase local participation in Agroecological Certification Programmes,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0099,Increase local participation in Agroecological Certification Programmes,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0099,Increase local participation in Agroecological Certification Programmes,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0104,Adopt hybrid renewable energy systems (solar-wind),v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0104,Adopt hybrid renewable energy systems (solar-wind),v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0104,Adopt hybrid renewable energy systems (solar-wind),v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0104,Adopt hybrid renewable energy systems (solar-wind),v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0104,Adopt hybrid renewable energy systems (solar-wind),v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0105,Reduce technical losses in energy distribution networks,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0105,Reduce technical losses in energy distribution networks,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0105,Reduce technical losses in energy distribution networks,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0105,Reduce technical losses in energy distribution networks,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0105,Reduce technical losses in energy distribution networks,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0110,"Regulate Construction and Demolition Waste Management to improve deconstruction, segregation at source, reutilization and recycling",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0110,"Regulate Construction and Demolition Waste Management to improve deconstruction, segregation at source, reutilization and recycling",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0110,"Regulate Construction and Demolition Waste Management to improve deconstruction, segregation at source, reutilization and recycling",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0110,"Regulate Construction and Demolition Waste Management to improve deconstruction, segregation at source, reutilization and recycling",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0110,"Regulate Construction and Demolition Waste Management to improve deconstruction, segregation at source, reutilization and recycling",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0117,Improve public transport systems to promote modal shift,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0117,Improve public transport systems to promote modal shift,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0117,Improve public transport systems to promote modal shift,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0117,Improve public transport systems to promote modal shift,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0117,Improve public transport systems to promote modal shift,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0122,Establish eco-parks.,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0122,Establish eco-parks.,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0122,Establish eco-parks.,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0122,Establish eco-parks.,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0122,Establish eco-parks.,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0127,Improve Accelerate Environmental Regularization of Rural Properties,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0127,Improve Accelerate Environmental Regularization of Rural Properties,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0127,Improve Accelerate Environmental Regularization of Rural Properties,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0127,Improve Accelerate Environmental Regularization of Rural Properties,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0127,Improve Accelerate Environmental Regularization of Rural Properties,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0128,Establish Municipal Programs for Payment for Environmental Services and other ecological financial incentives,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0128,Establish Municipal Programs for Payment for Environmental Services and other ecological financial incentives,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0128,Establish Municipal Programs for Payment for Environmental Services and other ecological financial incentives,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0128,Establish Municipal Programs for Payment for Environmental Services and other ecological financial incentives,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0128,Establish Municipal Programs for Payment for Environmental Services and other ecological financial incentives,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0001,Promote compact urban form and transit-oriented development,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0001,Promote compact urban form and transit-oriented development,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0001,Promote compact urban form and transit-oriented development,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0001,Promote compact urban form and transit-oriented development,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0001,Promote compact urban form and transit-oriented development,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0023,Design products with lightweight materials,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0023,Design products with lightweight materials,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0023,Design products with lightweight materials,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0023,Design products with lightweight materials,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0023,Design products with lightweight materials,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
